type,id,status,description,amount,account,balance,direction,class,institution,postDate,subClass_title,subClass_code
transaction,ab87469a-48cc-40c6-a2c2-bd1a043d8378,posted,loan installment   loan repayment from a/c 12-999-000,1288.00,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-11-05T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,e65e1db9-ff1c-44c2-8a1d-5752c76d52d4,posted,interest charged,695.81,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-10-31T00:00:00Z,,
transaction,21c7c6f8-4ff1-4f9e-8a34-98fe1b70dd53,posted,deposit,1194.20,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-10-15T00:00:00Z,Depository Financial Intermediation,622
transaction,1820b7e0-49cb-4c00-9130-c18add8c6475,posted,loan draw down,5000.00,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-10-09T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,318e9c75-49b3-47d8-a92d-a5389df0f74f,posted,loan installment   loan repayment from a/c 12-999-000,1286.33,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-10-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,166a6610-2705-42c6-9fec-c5490228927b,posted,interest charged,690.32,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-09-30T00:00:00Z,,
transaction,357666a4-441d-456a-8031-6ebb7537618e,posted,loan installment   loan repayment from a/c 12-999-000,1289.15,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-09-05T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,195c2071-5059-4866-a640-04d7908b4168,posted,interest charged,691.32,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-08-30T00:00:00Z,,
transaction,7f308415-dc0d-4029-a8a1-3dc9fdb40b27,posted,loan installment   loan repayment from a/c 12-999-000,1289.61,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-08-05T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,f42bce71-cc83-4d53-adff-2c8da4cd1821,posted,interest charged,689.06,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-07-30T00:00:00Z,,
transaction,5df94c89-a8d6-4529-ae46-16067280246d,posted,loan installment   loan repayment from a/c 12-999-000,1286.05,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-07-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,2a097395-7f36-4514-9e64-eff2b2ff7d84,posted,interest charged,688.82,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-06-30T00:00:00Z,,
transaction,aa7b8de5-4ae0-4289-b07e-2c9f642863a7,posted,deposit,773.89,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-06-15T00:00:00Z,Depository Financial Intermediation,622
transaction,02b1445f-9b88-4297-861f-8ebb43281185,posted,loan draw down,5000.00,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-06-09T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,bdcc5f7a-1e24-45cc-9c3c-e259098ff678,posted,loan installment   loan repayment from a/c 12-999-000,1284.99,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-06-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,da4ac713-f5a1-41d7-a9f0-3e17f56d11c6,posted,interest charged,692.19,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-05-31T00:00:00Z,,
transaction,afb9bbcc-39bb-4eba-ab3f-5a9c7c5a28ca,posted,deposit,569.78,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-05-15T00:00:00Z,Depository Financial Intermediation,622
transaction,4bbd2cc6-0b86-4148-8e6a-dc2f3a7e6857,posted,loan draw down,5000.00,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-05-09T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,d1a0e98e-d805-4a7d-93b8-a0ccd16eae58,posted,loan installment   loan repayment from a/c 12-999-000,1282.80,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-05-03T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,fe69fd10-816d-458a-b740-639ba36063b1,posted,interest charged,692.18,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-04-30T00:00:00Z,,
transaction,22c0170c-39a0-4c19-88c5-ab0f58a1cde6,posted,loan installment   loan repayment from a/c 12-999-000,1286.31,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-04-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,165ee772-146d-424e-97fc-ddfc1937f6c4,posted,interest charged,694.74,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-03-31T00:00:00Z,,
transaction,923a9a17-7aad-4f9e-92a8-5998f1c14582,posted,loan installment   loan repayment from a/c 12-999-000,1283.70,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-03-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,fa865164-8060-4a21-8582-e536d1a18c6e,posted,interest charged,688.23,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-02-28T00:00:00Z,,
transaction,642626e3-307c-4662-a9f2-eab931e6fbd4,posted,loan installment   loan repayment from a/c 12-999-000,1285.52,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-02-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,248b6adf-b8dc-4bda-952d-389adfe8c338,posted,interest charged,692.85,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2023-01-31T00:00:00Z,,
transaction,5abd1328-fbaf-4edc-a794-b98ca937b528,posted,loan installment   loan repayment from a/c 12-999-000,1289.32,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2023-01-05T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,4b7fa994-791e-4d40-8a4f-a2af73700270,posted,interest charged,688.46,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2022-12-30T00:00:00Z,,
transaction,db54be2d-84d2-4860-b55c-dffb49ebd12f,posted,deposit,429.53,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2022-12-15T00:00:00Z,Depository Financial Intermediation,622
transaction,e7c63af6-86bd-470b-93cb-78ec03d20eec,posted,loan draw down,5000.00,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2022-12-09T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,0e021a60-77a9-4275-a9c6-c2bc1bd24f97,posted,loan installment   loan repayment from a/c 12-999-000,1285.91,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2022-12-04T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,fddcca73-7533-428c-ba5c-f62e715f3819,posted,interest charged,691.82,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2022-11-30T00:00:00Z,,
transaction,c0fa62e4-13a3-4acc-9a3f-eee03d848b83,posted,deposit,1214.45,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2022-11-15T00:00:00Z,Depository Financial Intermediation,622
transaction,4d922cb3-b899-48f7-aae3-2049a964ba07,posted,loan draw down,5000.00,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2022-11-09T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,e2937f48-e915-4898-a1a1-27e82ad1464c,posted,loan installment   loan repayment from a/c 12-999-000,1282.38,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,transfer,AU00000,2022-11-03T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,bc9043ba-43d3-4197-866a-2d4a327c6b4b,posted,interest charged,692.89,16490bb2-d843-418c-940e-0be8458b8f12,0.00,credit,interest,AU00000,2022-10-31T00:00:00Z,,
