type,id,status,description,amount,account,balance,direction,class,institution,connection,enrich,transactionDate,postDate,subClass,links.self,links.account,links.institution,links.connection,subClass.title,subClass.code
transaction,b3a90231-6489-45e0-9a5a-213d4e71937f,posted,Transfer Platnm Homeloan 346454,-3950.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,10515.03,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-28T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/b3a90231-6489-45e0-9a5a-213d4e71937f,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,15e9b5ee-8ce0-457c-911f-5718f0041dca,posted,TFR From Transaction to CC Acc 13,-9308.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,14465.03,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-27T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/15e9b5ee-8ce0-457c-911f-5718f0041dca,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,26e336e2-1739-4c4a-ae99-ba6e6c0e434f,posted,Payroll WFRMS 15439393,15985.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,23773.53,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-27T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/26e336e2-1739-4c4a-ae99-ba6e6c0e434f,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,ee818488-a1ef-4400-9025-edbab2102e0c,posted,MANLY WEST SCHOOL,-2533.56,0b107c33-e858-4bbd-abba-f757ae4da1fc,7788.53,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-27T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/ee818488-a1ef-4400-9025-edbab2102e0c,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,641b79c7-0a60-40d1-96bf-6c85e71c8eba,posted,MANLY WEST SCHOOL,-103.75,0b107c33-e858-4bbd-abba-f757ae4da1fc,10322.09,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-27T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/641b79c7-0a60-40d1-96bf-6c85e71c8eba,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,1c8b673d-5d96-4a28-8114-d1d1e6a69814,posted,Manly Maths Tutor Wages,201.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,10425.84,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-19T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/1c8b673d-5d96-4a28-8114-d1d1e6a69814,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,7a1b4d73-c8ac-4a10-b6ff-b2dd01a47b30,posted,Manly Maths Tutor Wages,201.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,10224.84,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-15T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/7a1b4d73-c8ac-4a10-b6ff-b2dd01a47b30,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,b7a7c76b-116e-46c0-9733-f3dcdf9ee8f8,posted,TFR Acc14000 TO 12389,-500.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,10023.84,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-14T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/b7a7c76b-116e-46c0-9733-f3dcdf9ee8f8,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,b75472ae-0e20-4b61-ac29-cde7c35aa0f7,posted,AGL RETAIL ENERGY LTD,-160.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,10523.84,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-13T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/b75472ae-0e20-4b61-ac29-cde7c35aa0f7,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Electricity Distribution,263
transaction,eccf0bee-5ace-4ab8-a71b-52e8ad5a90a4,posted,AGL RETAIL ENERGY LTD (GAS),-69.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,10683.84,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-13T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/eccf0bee-5ace-4ab8-a71b-52e8ad5a90a4,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Electricity Distribution,263
transaction,d8162a0d-9bfc-4fd8-8d2b-4f07209cf188,posted,CTRLINK CARERS Ref: 998R6789201610974V,752.40,0b107c33-e858-4bbd-abba-f757ae4da1fc,10752.84,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-06-09T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/d8162a0d-9bfc-4fd8-8d2b-4f07209cf188,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,e34fe7db-5f59-454c-a9b1-bbd01190abf9,posted,Transfer Platnm Homeloan 346454,-3957.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,10000.44,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-05-31T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/e34fe7db-5f59-454c-a9b1-bbd01190abf9,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,749e1fd8-dba9-4aa9-bc4b-7190b0560d2c,posted,CTRLINK CARERS Ref: 998R6789201610974V,261.78,0b107c33-e858-4bbd-abba-f757ae4da1fc,13957.94,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-05-31T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/749e1fd8-dba9-4aa9-bc4b-7190b0560d2c,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
